key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
the bank,Fw]L()~_A0,,,,,
the location,p4ZEl#Ymsp,,,,,
the hat,zd{9H@D8L=,,,,,
the dress,"Gv/}xQ{,fL",,,,,
the suit,t{sY(T;aA+,,,,,
the skirt,PkzryJh?QN,,,,,
the shirt,yv<1$Ku8:Y,,,,,
the T-shirt,B:5+q++%=`,,,,,
the pants,J^.KLwn#+s,,,,,
the shoes,G#B`/]/q?B,,,,,
the pocket,cp+]_|HIMa,,,,,
the coat,Ju)Mm>xZ{!,,,,,
the stain,mtXP8?%(Q(,,,,,
the clothing,FF_/J1DN+D,,,,,
red,JmO}PZ!7Td,,,,,
green,D%mjhPO4A/,,,,,
blue,Mc0lAL8(aB,,,,,
light blue,"K_,chfCK{|",,,,,
dark blue,FyR}rwN(F*,,,,,
yellow,eeB0-39-k2,,,,,
brown,i$HLXTnal<,,,,,
pink,izrC;MvUBM,,,,,
orange,CH2@XXZC~a,,,,,
black,yy:jUgN_.I,,,,,
white,KALn!wX+1],,,,,
gray,QpTt3zv_~C,,,,,
the color,FkXP}*wc>#,,,,,
the son,u&?9)X(F>^,,,,,
the daughter,Jl(bTNf7.m,,,Nicht „Mädchen“.,Nicht „Mädchen“.,Fille ist „Mädchen“ und „Tochter“.
the mother,q9&uChfF/7,,,,,
the father,qL<*BMnTRO,,,,,
the parent,Gi%$vsO?3y,,,,,
the baby,km$I]1^a&Y,,,,,
the man,tLPrrvbI&3,,,,,
the woman,"JJftB4v^4,",,,Nicht „Ehefrau“.,Nicht „Ehefrau“.,Femme ist „Ehefrau“ und „Frau“.
the brother,rR$TC_$8*#,,,,,
the sister,ixdxe!2-K^,,,,,
the family,C[w19HjtNC,,,,,
the grandfather,Ch%M+g#Avg,,,,,
the grandmother,g3zXVf8>1X,,,,,
the husband,I{10w>M*-V,,,,,
the wife,Q6^%?A_$3.,,,Nicht „Frau“.,Nicht „Frau“.,Femme ist „Ehefrau“ und „Frau“.
the king,hjnQu*[fXr,,,,,
the queen,HNyXZ<dz(/,,,,,
the president,"OuC=n,1@$#",,,,,
the neighbor,g/LI1-nss},,,,,
the boy,x3YRaAR8LS,,,,,
the girl,cx}-x(|5qC,,,Nicht „Tochter“.,Nicht „Tochter“.,Fille ist „Mädchen“ und „Tochter“.
the child,p>lXtHzLmb,,,,,
the adult,"gyW(Z&T?F,",,,,,
the human,qW1d:j!jJ{,,,,,
the friend,E!)o7jFdFl,,,,,
the victim,l</B.qg`3G,,,,,
the player,Bw>m_+JtHM,,,,,
the fan [person],RI7>-&(4k,,,,,
the crowd,f{IHcf!KHD,,,,,
the person,empxx~mG{P,,,,,
the teacher,on~d>q1|J5,,,,,
the student,Rf|o-twPFG,,,,,
the lawyer,N$}Y_e(-K),,,,,
the doctor,"JJCaJN,/@K",,,,,
the patient,"c(-c,DJQdy",,,,,
the waiter,nFyTDK:n3@,,,,,
the secretary,dxg~EMWU77,,,,,
the priest,C`:83DiW1{,,,,,
the police,cn4lgLTB~`,,,,,
the army,"sZd@Bh,+AO",,,,,
the soldier,NH+H8FQwOd,,,,,
the artist,fT2:/_Y:fA,,,,,
the author,GL:Uo8ET}y,,,,,
the manager,u~pk.#)@Y[,,,,,
the reporter,KUyoQ.MzN-,,,,,
the actor,v:VItCb=tF,,,,,
the job,"o,_HS(C(s7",,,,,
religion,L7?|Cz%Qmw,,,,,
heaven,h&!/<r[Y_J,,,,,
hell,f6?E|ERrab,,,,,
death,f}t:;/hZF+,,,,,
medicine,B@$e|3AP-l,,,,,
money,FpR0YsftV.,,,,,
the dollar,uo^(K{~x_H,,,,,
the bill [bank note],n~l]HzUu+o,,,,,
marriage,mqfXba]#EQ,,,,,
wedding,KMret&E7vB,,,,,
the team,L)/gEnN-%.,,,,,
relationship,w@!$VV?-1],,,,,
race [ethnicity],H|NqYt|IWK,,,,,
sex [the act],y}?v([!y<b,,,,,
sex [gender],"ft`Xy{,@ps",,,,,
murder,ue~;XCjOv`,,,,,
prison,K}|l.0bSS8,,,,,
technology,lV*;ye)R~+,,,,,
energy,BXV60E_4T3,,,,,
war,k=l:$esR*C,,,,,
peace,cNPkL28]qq,,,,,
the attack,ojjC5-GD:D,,,,,
the election,"h8vTx,K,MY",,,,,
the magazine,M[wqY1^-sW,,,,,
the newspaper,jCo?VuakyJ,,,,,
poison,Ib;!mrGtAO,,,,,
the gun,DQZq/a~D0T,,,,,
sport,dxjE;oU.NC,,,,,
race [sport],yg!|z^>BBo,,,,,
exercise,Hj=n0PE14},,,,,
the ball,M9|C#*nyzG,,,,,
the game,"D,UYra0~`V",,,,,
the price,w9O1-e--3#,,,,,
the contract,F>i|S!FD*.,,,,,
the drug,O/(g-7!-m&,,,,,
the sign,hGJRzW&Ept,,,,,
science,L0R0MI=#=F,,,,,
God,srF10?3Fu7,,,,,
the band [music],d{n{3)N!?3,,,,,
the song,y*Q@scPSUo,,,,,
the instrument,A}wT-I7-k|,,,,,
music,l;jz{paDK3,,,,,
the movie,lKg%cLmcN,,,,,
art,h~<2%|=AY6,,,,,
coffee,zcz;&I&N8O,,,,,
tea,he`VWyy99y,,,,,
wine,"qbO&N_l,zK",,,,,
beer,m>=<qRX;Bb,,,,,
juice,jMU[X=?d6<,,,,,
water,x*~li>2qSg,,,,,
milk,ns9V.DT6Hz,,,,,
the beverage,k<EyS/tGz?,,,,,
the egg,A!]jXIqxmh,,,,,
the cheese,K[WX?i#14?,,,,,
the bread,tyOf8^6)2r,,,,,
the soup,zJxH!VDm}o,,,,,
the cake,G4|w~G=<]a,,,,,
the chicken,m+=D.FS_@F,,,,,
the pork,u;9~E(mz=H,,,,,
the beef,l{+SU#4@N.,,,,,
the apple,l9/^hZ.n#%,,,,,
the banana,c{:{`6O|DY,,,,,
the orange,f&n043:k{;,,,,,
the lemon,n&*g/YRbNQ,,,,,
the corn,h^0#6[nrI_,,,,,
rice,NZIkzlV.wd,,,,,
oil,He*G<bd-lD,,,,,
the seed,"CFYo,l*jrM",,,,,
the knife,cEoPuwN>$q,,,,,
the spoon,EK~Z>FY>AW,,,,,
the fork,z/?4.lt?#N,,,,,
the plate,z9U^o76FL6,,,,,
the cup,tyN;O#NzqI,,,,,
breakfast,xPe_bdv>:|,,,,,
lunch,z3%F*HFeV},,,,,
dinner,MNIIus/qLO,,,,,
sugar,f!T5DZQ9E.,,,,,
salt,CCuI%?HjtC,,,,,
the bottle,cefTu+JQ2>,,,,,
food,b$Ruf&k88^,,,,,
the table,kQO[lgE4LL,,,,,
the chair,uix?n6/hli,,,,,
the bed,fF:lfn]z~;,,,,,
the dream,h3h-e-`T[R,,,,,
the window,"N<,.a3KFdi",,,,,
the door,rd_[=uzgc+,,,,,
the bedroom,sJoN281zR},,,,,
the kitchen,g[>k%^w=(W,,,,,
the bathroom,BL%3?D.UE},,,,,
the pencil,wWdAmVlrPS,,,,,
the pen,G8vh7{=M{_,,,,,
the photograph,"y+9,4{[PoU",,,,,
the soap,gY=;#/J;:j,,,,,
the book,k/>`Vz%Q:k,,,,,
the page,lo*TDp*uX[,,,,,
the key,}]3#{(ifA,,,,,
the paint,grti;v{2@%,,,,,
the letter,xxW#q3AEA#,,,,,
the note,rd*4:in:>f,,,,,
the wall,EQkN4`+Uu?,,,,,
the paper,w(nQXVCNOg,,,,,
the floor,v]34e9b|9*,,,,,
the ceiling,qvaE7;l@//,,,,,
the roof,Jyl3TKiS<z,,,,,
the pool,v}$cxx3uoj,,,,,
the lock,"lK|PMHD,y>",,,,,
the telephone,I_X6I.#/lu,,,,,
the garden,zH-g*_N@Z%,,,,,
the yard,"nB:;rqa,F>",,,,,
the needle,SdG{hoBvQ,,,,,
the bag,q&pj*KzMYW,,,,,
the box,J;P?C<qWEo,,,,,
the gift,PdU=Zn|10m,,,,,
the card,PLi(d&t4H1,,,,,
the ring,pq$LU{-TS.,,,,,
the tool,l^ywH|X[i[,,,,,
the clock,KfPesLpS|Q,,,,,
the lamp,OU2H*I3}1*,,,,,
the fan [appliance],r-lTYw8.:y,,,,,
the cell phone,lPq~TT`%44,,,,,
the network,pzFB;yKVnC,,,,,
the computer,IQxPOW-TyI,,,,,
the program,H0vQu49w+O,,,,,
the laptop,D?y*QPW$l>,,,,,
the screen,xbS35+9_c?,,,,,
the camera,kOHzA7;`rn,,,,,
the television,Jem_yB-LYn,,,,,
the radio,l?PGFO44+~,,,,,
the head,y1R?@1%f+n,,,,,
the neck,vvq0}mJ4PS,,,,,
the face,B>bQu2?&Lu,,,,,
the beard,qz_lxG70R),,,,,
the hair,x.(tF/~{3*,,,,,
the eye,n`)H9PI)_Q,,,,,
the mouth,qKdC~u|4B&,,,,,
the lip,Ia^VJO_W6t,,,,,
the nose,COi3:R%|8e,,,,,
the tooth,PuBZ}QQSS[,,,,,
the ear,cCe/2s^WOm,,,,,
the tear,s}9D`=BHau,,,,,
the tongue,eNDXv{$Adh,,,,,
the back [anatomy],"zyr,%oWLK*",,,,,
the toe,w[*Ur#`1x,,,,,
the finger,i-T6%[[^+`,,,,,
the foot,"tO}?;,3h~r",,,,,
the hand,M7gD51R[mM,,,,,
the leg,D<5NT2p%!q,,,,,
the arm,"um9HXI`2,/",,,,,
the shoulder,v^dBG@q=Fg,,,,,
the heart,f>zf}.KT|9,,,,,
blood,D0@m@4]A4,,,,,
the brain,q9gKI9L:#M,,,,,
the knee,tRNvT&R]z8,,,,,
sweat,z>b/5Brv+-,,,,,
disease,BBB]8%>h|n,,,,,
the bone,"NJ,7WF=MQO",,,,,
the voice,f;G8is;=g7,,,,,
the skin,yYCy$B^>ON,,,,,
the body,P4>Keu=e#R,,,,,
the sea,OvLm.S4R/},,,,,
the ocean,gjq0<;7tfo,,,,,
the river,dAn]2n}bSL,,,,,
the mountain,KJ$R9H.hYQ,,,,,
the rain,26uS76-u&,,,,,
the snow,LI7|`b+y0r,,,,,
the tree,gS4@@hxH+@,,,,,
the sun,n_u00<9yPm,,,,,
the moon,Il)v/(q-X`,,,,,
the world,jZ&hV.vo)Y,,,,,
the forest,o6u-vMZEYQ,,,,,
the sky,JaFaTC38^[,,,,,
the plant,u_;194T:<k,,,,,
the wind,ys~$m+VLKQ,,,,,
soil/earth [ground],ds8e*Yg2QP,,,,,
the flower,fn)MZPzQc),,,,,
the valley,o&:j4@{>@R,,,,,
the root,qS$Wj}Ex{#,,,,,
the lake,"cc,%cEMzup",,,,,
the star,hUYs1L?HPl,,,,,
the grass,I{}~n&gF2A,,,,,
the leaf,FtG^]7@Oo9,,,,,
the air,eT#Ba%x|vy,,,,,
the sand,jD(@?JB-}/,,,,,
the beach,r80=Sk3Ro&,,,,,
the wave,LM6SHBUPgl,,,,,
the fire,Fmw`u<*ts`,,,,,
the ice,wG+Zp@ebZ;,,,,,
the island,zN0VS%Z1p=,,,,,
the hill,l<qxbe7$bf,,,,,
the heat,v./qMFYF@?,,,,,
nature,BzY6fyn=@,,,,,
glass,hY-_Zj9Id/,,,,,
metal,co[P:[KQR,,,,,
plastic,np$!{u|8QA,,,,,
wood,v9o?PuK@u{,,,,,
stone,yV%W8KV0Yy,,,,,
diamond,fhh8(YRs|p,,,,,
clay,unK1Wj+WUj,,,,,
dust,f.9h<Qca[o,,,,,
gold,u*|c]:H$ED,,,,,
copper,BipOakc-1!,,,,,
silver,ecQ|gNqWY@,,,,,
material,P8Cc6MY(|z,,,,,
the meter,k7KN4Uvmbl,,,,,
the centimeter,LpC3-r5SqE,,,,,
the kilogram,PlS1WA)Eon,,,,,
the inch,Kl47EA2?6D,,,,,
the foot [measurement],wU(0+o*/~>,,,,,
the pound,AtHnXpd-[v,,,,,
the half,yY78Ew6:=N,,,,,
the circle,_{~w?jE:C,,,,,
the square,P/_VNq?gGQ,,,,,
temperature,LF3z]k7a5S,,,,,
the date,J+7Co)JnHQ,,,,,
weight,F;_QiWN[K<,,,,,
the edge,bt~Gzt-Dim,,,,,
the corner,MRh97pgwQs,,,,,
the map,b;+0Aq1q06,,,,,
the dot,"Mn1,(@bF2~",,,,,
the consonant,n{KbI#5j8n,,,,,
the vowel,q9}Tl/8]_<,,,,,
the light,s_6Xn+KiXd,,,,,
the sound,j$#H399@AV,,,,,
yes,KLtr}I@lzc,,,,,
no,"u=1+!bk,6r",,,,,
the piece,hytdHz^]nC,,,,,
pain,Fb+EgGX!Nz,,,,,
the injury,P)?O5P0(AV,,,,,
the hole,/jD[e#f,,,,,
the image,PYSnG^yYyN,,,,,
the pattern,"c@7LI,JRDG",,,,,
the noun,nhCa^Nf&!t,,,,,
the verb,o6?PGbQmNv,,,,,
the adjective,BFb.Ycdz[/,,,,,
the top,GC?8Cr0jSy,,,,,
the bottom,yZd4~>/z@J,,,,,
the side,qeVy3f&|Sr,,,,,
the front,N.*OH5m@ue,,,,,
the back [location],zo!1RKS9QV,,,,,
the outside,shQTBs!t#i,,,,,
the inside,MTX|`;^aiQ,,,,,
up,zCTZaXf6KL,,,,,
down,di9+NtFE{),,,,,
left,u8SJe28o`W,,,,,
right,w^9X9M}lqY,,,,,
straight,oMvH;(L{f%,,,,,
the north,ylz4CQ=peU,,,,,
the south,e*1tzoBlm%,,,,,
the east,nsH3dFNmpo,,,,,
the west,MwjUB3<=A$,,,,,
the direction,y&~3b-O$l@,,,,,
the Summer,OJQ-U`.Xz@,,,,,
the Spring,:VZADRrO=,,,,,
the Winter,N5-^G8$4*C,,,,,
the Fall,m!hDmcUDx^,,,,,
the season,jN4oV#[#_W,,,,,
one (1),hm&U{Jo%Zs,,,,,
two (2),eN+)R2Gc2^,,,,,
three (3),Q#9O]m(A=^,,,,,
four (4),cPX>Ur)_Rx,,,,,
five (5),q};Y<Q/Z$z,,,,,
six (6),"q#IH2.,mAJ",,,,,
seven (7),BPt<xt-0B^,,,,,
eight (8),EeQUDhnTlv,,,,,
nine (9),ql;d_9rw&d,,,,,
ten (10),B3[2CLq4Tf,,,,,
eleven (11),G*aC<lwZ~t,,,,,
twelve (12),lrdq`OEiJc,,,,,
thirteen (13),JocRA~#Dhx,,,,,
fourteen (14),G]W|VP8qDE,,,,,
fifteen (15),pXT6G30lRS,,,,,
sixteen (16),oV(pvOxlBo,,,,,
seventeen (17),"t{IDu8(a,l",,,,,
eighteen (18),A4h5QFG&TH,,,,,
nineteen (19),oj6x<&zn6/,,,,,
twenty (20),"zlOds:f[,c",,,,,
twenty-one (21),d8x6aW@F:_,,,,,
twenty-two (22),;yVW8=a`#,,,,,
thirty (30),vwy-d<keSy,,,,,
thirty-one (31),uR_>D_!Y5K,,,,,
thirty-two (32),r:.GBqG!nT,,,,,
forty (40),Ku={;p!S![,,,,,
forty-one (41),DrZKbaBlnT,,,,,
forty-two (42),vFq2S#]Zd4,,,,,
fifty (50),mWpztLb`JN,,,,,
fifty-one (51),F:KHCUY^v=,,,,,
fifty-two (52),Ce+adly^qI,,,,,
sixty (60),sKL/!Dnzw~,,,,,
sixty-one (61),Oe#?5}`|~8,,,,,
sixty-two (62),ujKNc/2y{I,,,,,
seventy (70),s<m3cEQdZ*,,,,,
seventy-one (71),"csw?4,kjC%",,,,,
seventy-two (72),"G[=Ne,V32Q",,,,,
eighty (80),gfT]yw{.!,,,,,
eighty-one (81),vB;buR=/)`,,,,,
eighty-two (82),CdRWFi*LL!,,,,,
ninety (90),m<.ygxD9e`,,,,,
ninety-one (91),kdM&6#]n2~,,,,,
ninety-two (92),bzy?G7d2!m,,,,,
one hundred (100),eg+zc8RA_c,,,,,
one hundred one (101),G*BD45*$8@,,,,,
one hundred two (102),MiRt[jNJop,,,,,
one hundred ten (110),vZ~Q&8w3KH,,,,,
one hundred eleven (111),xokm4@w3f^,,,,,
one thousand (1000),DwPbhV.^2F,,,,,
one thousand one (1001),j#T)aca0@*,,,,,
"ten thousand (10,000)",QYg|1G<V*;,,,,,
"one hundred thousand (100,000)","gc,p@>LCKe",,,,,
"one million (1,000,000)",O4S0&koRel,,,,,
"one billion (1,000,000,000)",lv`jN?7H>Y,,,,,
first (1st),z4w27TeRao,,,,,
second (2nd),z|:2+bsE]a,,,,,
third (3rd),C<]Kx3#?3-,,,,,
fourth (4th),%IpV]O%lX,,,,,
fifth (5th),e)RT$xaJ~7,,,,,
the number,sXgPm+Kz.n,,,,,
January,vd&$#o`*Qr,,,,,
February,G0=HS)((G7,,,,,
March,F2fX&oEI4k,,,,,
April,Efh?3_L6*,,,,,
May,vJ:3Y8(kUC,,,,,
June,to^Zs6K@n<,,,,,
July,b6x8}/xLE0,,,,,
August,cgYU4*BIL],,,,,
September,L[<`e>B!@#,,,,,
October,e~+Y|Hec-S,,,,,
November,jiqT08-PBd,,,,,
December,Pa<01xnrl),,,,,
Monday,CQ^r+IlKKJ,,,,,
Tuesday,LTBl@CUx!-,,,,,
Wednesday,P^~tFT^-`%,,,,,
Thursday,F&r;2ZS.(N,,,,,
Friday,jj>/7$ykz9,,,,,
Saturday,F|onZDhW%D,,,,,
Sunday,d+WM#B`{~9,,,,,
the year,"NsS0,EMDiz",,,,,
the month,oe8endyO:t,,,,,
the week,t1xAO1a3;5,,,,,
the day,s&dgmJDLp9,,,,,
the hour,yO;n@nJnwc,,,,,
the minute,L|-uD)p<z[,,,,,
the second,kX#xIfA2v%,,,,,
the morning,wH}woG[]?|,,,,,
the afternoon,Ac@ld0N10F,,,,,
the evening,mNfp1^cLH^,,,,,
the night,N=;gUla0:E,,,,,
the time,H8<eM{Z%au,,,,,
to work,u8gkup~X(W,,,,,
to play,LICXZ=!je>,,,,,
to walk,nbk(Ujjs)S,,,,,
to run,dQe]]MyJ0F,,,,,
to drive,neaV@qlt}K,,,,,
to fly,"PC?,$G(eR#",,,,,
to swim,EHCV>[j:uZ,,,,,
to go,E^%Q09w|yH,,,,,
to stop,d>l?W]jDz/,,,,,
to follow,BH%4ea#VI|,,,,,
to think,EuSwp03s}A,,,,,
to speak / to say,e_l_Oa93^X,,,,,
to eat,w%(eVqL+r,,,,,
to drink,Ghf=Vf*W>u,,,,,
to kill,cORd79^w`^,,,,,
to die,EGZb2>G[ma,,,,,
to smile,yqL%v(%MF8,,,,,
to laugh,orm`m/~5>n,,,,,
to cry,yD^F4aUA4;,,,,,
to buy,rl-+S?id=u,,,,,
to pay,ylY&~*I$M<,,,,,
to sell,"LK_O8;s,Q{",,,,,
to shoot (a gun),B^#$i/yC)H,,,,,
to learn,BOzJrNI;Br,,,,,
to jump,K.k_6dCf48,,,,,
to smell,d(KaT#~h4X,,,,,
to hear,AM[<gpFVhb,,,,,
to listen,gTy5idXF0H,,,,,
to taste,CIRej4dm{b,,,,,
to touch,c=*)^I?Y-*,,,,,
to see,"z-,_@dXLa(",,,,,
to watch,h>?RTG1-+Z,,,,,
to kiss,fQOJu}(*JN,,,,,
to burn,I1P9^`8xcF,,,,,
to melt,kPT@?27$qB,,,,,
to dig,w[>C=Q}4j!,,,,,
to explode,"ji<v(%8v,Q",,,,,
to sit,e2p^CA2]Hx,,,,,
to stand,"PV~!>7:,U0",,,,,
to love,BLd.4aW-Uu,,,,,
to pass by,HSsp-t{3`j,,,,,
to cut,JJHrZ$}J$@,,,,,
to fight,z+Xw0`vX^P,,,,,
to lie down,k-DNX&fv|1,,,,,
to dance,eB672C4$i(,,,,,
to sleep,Hq7N^hn!S},,,,,
to wake up,p4`28{4!;<,,,,,
to sing,n~VoeeXyc^,,,,,
to count,z_jbm2S5wp,,,,,
to marry,yG@2[sj13M,,,,,
to pray,G-2r5I^&z<,,,,,
to win,jE!{%R^~hn,,,,,
to lose,xszw:n^nxY,,,,,
to mix / to stir,"rhRT,c@v%:",,,,,
to bend,P~o.9@c7KE,,,,,
to wash,g16}X^sF-t,,,,,
to cook,"I~-H$G,~kY",,,,,
to open,iCi`87jy)y,,,,,
to close,j12dWky5.$,,,,,
to write,t:]>3^C}i*,,,,,
to call,v1@6-on}|m,,,,,
to turn,qp`G6Wj1wT,,,,,
to build,q&<cmwDVae,,,,,
to teach,"HZ_}Wz8M`,",,,,,
to grow,i:WNA4OC#t,,,,,
to draw,Kg]MuL][A|,,,,,
to feed,tlu~Dn5aJ1,,,,,
to catch,k.d+|:F~2r,,,,,
to throw,GQ?>?e(~E/,,,,,
to clean,fRbo[H-ZCC,,,,,
to find,NuWi1rCl++,,,,,
to fall,FN<jIUC3l},,,,,
to push,p?C_wM<bB~,,,,,
to pull,FA>$z2v0aM,,,,,
to carry,jFyG/0.(+`,,,,,
to break,z4}d2d/;2E,,,,,
to wear,nBy.6KDwtL,,,,,
to hang,D~1j:rNTMP,,,,,
to shake,yf9:ib2AwQ,,,,,
to sign,DFx?z[v/>:,,,,,
to beat,b:hk?fZ/SK,,,,,
to lift,Lx98rn[U;4,,,,,
long,H4DQKLgC6Y,,,,,
"short [opposite of ""long""]",e+^?rC;eH5,,,,,
tall,"M#F7R#F.,g",,,,,
"short [opposite of ""tall""]",buH}?*Jln`,,,,,
wide,dOQYGQE[&t,,,,,
narrow,iFqLo}(eN+,,,,,
big / large,y?[j;1cw?[,,,,,
small / little,"HqS2,[^|TR",,,,,
slow,"lWe,D8|vsT",,,,,
fast,B)n!Zm3byF,,,,,
hot,L0w{uJEfx/,,,,,
cold,vUUMA+>?94,,,,,
warm,xCJDTTgQB@,,,,,
cool,E`f@>x@Dm^,,,,,
new,NV0+oYs]mf,,,,,
"old [opposite of ""new""]",L7~2&H[qJ?,,,,,
young,Q?7~GE34:W,,,,,
"old [opposite of ""young""]",JkgTvLJOP~,,,,,
good,"vZ;,C!5|d`",,,,,
bad,F$pQ`C;-0k,,,,,
wet,xmq/A3v6*.,,,,,
dry,"H^zsZo4&y,",,,,,
sick,quuM#lpiS?,,,,,
healthy,cL5%gl@d`J,,,,,
loud,ELZGo81myQ,,,,,
quiet,"QnB&yt8,@I",,,,,
happy,qm5!7LFZ:D,,,,,
sad,z(M`xi^U@I,,,,,
beautiful,Q&1nN7yOj(,,,,,
ugly,L%Nf(y4D{l,,,,,
deaf,m8><p1HS1M,,,,,
blind,x{7N7=q[Gx,,,,,
nice,L*kp@;l<h%,,,,,
mean,E8u?_<L-oG,,,,,
rich,zdkxY>*Y2>,,,,,
poor,rR5kLxZn)j,,,,,
thick,HwNPdKKs.b,,,,,
thin,d}xJbEaJI>,,,,,
expensive,PBR8{wgO26,,,,,
cheap,zoq#Zm4pLn,,,,,
flat,"vZi,+Mf|5<",,,,,
curved,z?hMWs-5I|,,,,,
male,M6ZLeY[>QN,,,,,
female,qUg?EGGE[Z,,,,,
tight,eT)Wb`saZ?,,,,,
loose,E_{RM7rvx=,,,,,
high,A[F*@I#@a),,,,,
low,"p)[xAT!,{q",,,,,
soft,Jz~TXlIq.a,,,,,
hard,x;Znk:m|<^,,,,,
deep,uw6bra.zCd,,,,,
shallow,E#lWp9A!WA,,,,,
clean,nQ5HUI5!I3,,,,,
dirty,Ln=~f5#GTE,,,,,
strong,N>j9b!bc-7,,,,,
weak,jAqh$:hwLX,,,,,
dead,765Dja~A),,,,,
alive,OYY;?%#hm},,,,,
heavy,ml@zyf8}Ou,,,,,
"light [opposite of ""heavy""]",Q0NF=gPo#@,,,,,
dark,w=uxt=ielk,,,,,
"light [opposite of ""dark""]",e^azj}Bbo1,,,,,
nuclear,"u#El,mMG)3",,,,,
famous,oz~9.8lc1Y,,,,,
I,p~aq`<AODa,,,,,
you [singular],Ja`$(V)$GX,,,,,
he,M3}[$gjqcU,,,,,
she,B_&zm%d%VE,,,,,
it,tFTp8oQqiE,,,,,
we,7!{L[hEKL,,,,,
"you [plural, y'all]",GsnWon`*!0,,,,,
they,"L=qH2E;w,?",,,,,
