key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
the daughter,dRtH5e?Kuw,,,,,
the mother,hg}#F0<;>p,,,,,
the father,jv5H`w*X`D,,,,,
the parent,nWE5T?ztt~,,,,,
the baby,tQah:w(T+H,,,,,
the man,zf]op=]@h),,,,,
the woman,oKc2M#/[EJ,,,,,
the brother,q@]z9;15S5,,,,,
the sister,p2fFNO{.KA,,,,,
the family,AOSS[NXz5_,,,,,
the grandfather,"t,nZ^&_9t4",,,,,
the grandmother,K>EL*slg.@,,,,,
the husband,C-Ji/f#aAI,,,,,
the wife,PV~C[`dWze,,,,,
the king,D08`UH34_>,,,,,
the queen,P]*iJJtF|$,,,,,
the president,OfvF:Az74t,,,,,
the neighbor,I_S/Eqjl7N,,,,,
the boy,J0Au73OXDw,,,,,
the girl,l0eMR3U4aW,,,,,
the child,ft2cPLF-?@,,,,,
the adult,eHRM}npd^Y,,,,,
the human,c#)T/){f1<,,,,,
the friend,J8Z.v8bE^V,,,,,
the victim,jBD)1Hiwo],,,,,
the player,u(mKk9[yDx,,,,,
the fan [person],d{u7e*dNQV,,,,,
the crowd,nLEMKifx<],,,,,
the person,t^%OJq%MZ0,,,,,
the teacher,xn.8FN)Vs{,,,,,
the student,b*zw!~!l?s,,,,,
the lawyer,lYFkSc(h!a,,,,,
the doctor,kx@X77m&@W,,,,,
the patient,Ij1ES.O_|K,,,,,
the waiter,"df(v.,XPY$",,,,,
the secretary,y}o(jJ[NfK,,,,,
the priest,Du2E0rE&nD,,,,,
the police,"oNePxb6:,z",,,,,
the army,yu0FEw_kR=,,,,,
the soldier,rX6#9cVBYc,,,,,
the artist,Pmi]?4U^:5,,,,,
the author,IE|abXbs;b,,,,,
the manager,vBquYz|U+I,,,,,
the reporter,jXTy+1ADK^,,,,,
the actor,tTB1G;(]xj,,,,,
the job,b~EpBK~)94,,,,,
religion,fQE$gS?C`U,,,,,
heaven,kIash.QMT;,,,,,
hell,h2i[|EqC#+,,,,,
death,h&&9P#~tE6,,,,,
medicine,w7{-i8!f*8,,,,,
money,JFkYa=I!^x,,,,,
the dollar,ty6%OY!pVk,,,,,
the bill [bank note],h;1{}CAQS3,,,,,
marriage,"e;&lQ8,!H0",,,,,
wedding,w}F-Nw#4w>,,,,,
the team,OHOZQ:S0JC,,,,,
relationship,A)>Qwz*jOU,,,,,
race [ethnicity],tH`$3q<_if,,,,,
sex [the act],"jUH#zCIL.,",,,,,
sex [gender],JYKgl|sHoB,,,,,
murder,uvp#)2t<}n,,,,,
prison,k`/Ayi{uBS,,,,,
technology,A+8rKOq3(%,,,,,
energy,"D{Lf,zHnKS",,,,,
war,xM8t/Yy.vj,,,,,
peace,IsqmofZ;a5,,,,,
the attack,H@2*C:oWY*,,,,,
the election,Mzd*#[T0Sk,,,,,
the magazine,x?#;Vb{jUe,,,,,
the newspaper,JSB~`wvOdU,,,,,
poison,Gr{-bGS1pq,,,,,
the gun,nmWDl5Cx`1,,,,,
sport,dPnT-i;<#I,,,,,
race [sport],r=iVKnKmGw,,,,,
exercise,r^]&bWUNgF,,,,,
the ball,NV?t|a}AEd,,,,,
the game,baCn<^Z@TV,,,,,
the price,s2gjU(#Pu<,,,,,
the contract,y?Ru5qxWS0,,,,,
the drug,yZkTkv+yAA,,,,,
the sign,Bh;b~>8+au,,,,,
science,uGwza]!MYT,,,,,
God,q_0zxJr[uJ,,,,,
the band [music],C7L!bv2I$B,,,,,
the song,M8<|PAJ@JL,,,,,
the instrument,w.:n:C_bEl,,,,,
music,wI}MWki-^H,,,,,
the movie,w-hOYF}]]@,,,,,
art,dgb_`$Gl#0,,,,,
coffee,CJl1Pplr7.,,,,,
tea,pB56PGq9mz,,,,,
wine,nF#4CYXN/2,,,,,
beer,w@6OkM8cGN,,,,,
juice,cZ^cG&wM^3,,,,,
water,x(^e9[%;SU,,,,,
milk,ML)Nqc#&X.,,,,,
the beverage,yM?X@aDm+j,,,,,
the egg,s:7EIa:bfK,,,,,
the cheese,yR-YVA/=:7,,,,,
the bread,QUF/L{obbF,,,,,
the soup,qre}+f]f:d,,,,,
the cake,I{t%8xUY[~,,,,,
the chicken,EYVHVdgGXx,,,,,
the pork,DMys=c`7L`,,,,,
the beef,LZTJ1Mn2|d,,,,,
the apple,kCsRf32eb$,,,,,
the banana,"yWj7,z-_-*",,,,,
the orange,xHNINACR>N,,,,,
the lemon,n-m=NhmTUz,,,,,
the corn,g%<)cf(C^H,,,,,
rice,Bp3<[6q?0j,,,,,
oil,u-+-&R5~_1,,,,,
the seed,"Acp7Ta,yT?",,,,,
the knife,gpz#`xt4Q^,,,,,
the spoon,nL5P)TjDSQ,,,,,
the fork,r#C%om[>8`,,,,,
the plate,i~A{W*A`Hq,,,,,
the cup,KgZ`|2D)*@,,,,,
breakfast,"M$Q,d2Y?F~",,,,,
lunch,NM]SN^Janq,,,,,
dinner,x=HcWM?Ex:,,,,,
sugar,m]l4vc5|B,,,,,
salt,"L{_BIz,l^]",,,,,
the bottle,M(?sOZ<bd4,,,,,
food,w)U5dzx5(},,,,,
the table,k94o<RTRPo,,,,,
the chair,g/5Cn</~+k,,,,,
the bed,r0r4o6=SVm,,,,,
the dream,b^]e{>owY@,,,,,
the window,"py$||,X=dE",,,,,
the door,zQ-o{orFKY,,,,,
the bedroom,yP%Du@bpn.,,,,,
the kitchen,RbiW*0EWK%,,,,,
the bathroom,h#T4rUl3F(,,,,,
the pencil,m3M4nF/$<2,,,,,
the pen,yjOpM>|gt<,,,,,
the photograph,p}tBEW`%@:,,,,,
the soap,AUaLKA6Q?c,,,,,
the book,dK3?6$xv{h,,,,,
the page,QiH;D%tR!L,,,,,
the key,"pv,XZc:oB|",,,,,
the paint,r|.KH$;O/w,,,,,
the letter,ujrYR|FrNH,,,,,
the note,NCK@[$@4A1,,,,,
the wall,Mn~aW$I~bk,,,,,
the paper,BPVuhKB{nv,,,,,
the floor,Jd`K0Iv)8O,,,,,
the ceiling,"Lb@DL|a,~C",,,,,
the roof,PzN}{.pTl{,,,,,
the pool,gMK;G6?q)},,,,,
the lock,Mk1d!<4wmx,,,,,
the telephone,IgiYb-{E1S,,,,,
the garden,g3VKFGYjCe,,,,,
the yard,H1|W^yChd},,,,,
the needle,nr1|*LZH8o,,,,,
the bag,O4JpxK=#]u,,,,,
the box,f=Y#i2X2*),,,,,
the gift,g6Wbd+yC0l,,,,,
the card,b$WX/nr)=~,,,,,
the ring,O_G=x7r!dh,,,,,
the tool,o(YhTh9/js,,,,,
the clock,CVRGtknfgH,,,,,
the lamp,"r@UC,Y*`9=",,,,,
the fan [appliance],Q:]7)k[<3-,,,,,
the cell phone,dG_fD}S8.^,,,,,
the network,fJcq}C+~!@,,,,,
the computer,LviDEn2g)M,,,,,
the program,x:WUkB5va:,,,,,
the laptop,zvIsDU2MYs,,,,,
the screen,O_+iKPzPLV,,,,,
the camera,iN$~]n<+|[,,,,,
the television,HbfLd!(`a3,,,,,
the radio,vGFse``3ne,,,,,
the head,d!fzuRuKUJ,,,,,
the neck,"gEv5g,I[nG",,,,,
the face,el@7j/L({*,,,,,
the beard,m&uHFOeGft,,,,,
the hair,j=Xb1idGd.,,,,,
the eye,vJT;=;{!r.,,,,,
the mouth,J7reD5<GM],,,,,
the lip,Md{4es7jc%,,,,,
the nose,I22]toWdpD,,,,,
the tooth,u9jA<*-wBI,,,,,
the ear,p!F@j9zTj[,,,,,
the tear,Mhvj1`owoR,,,,,
the tongue,q~!F+8LEIS,,,,,
the back [anatomy],kF+]u#N)`3,,,,,
the toe,"yJQj>,Q)Q",,,,,
the finger,nj%q|?|9LU,,,,,
the foot,D$;^~2fP*Y,,,,,
the hand,"EV{>,m]{W.",,,,,
the leg,BDKtmm]+}S,,,,,
the arm,J&A!(Sv09f,,,,,
the shoulder,bYe=HD`_LB,,,,,
the heart,"L6,pH3*KPO",,,,,
blood,"x)uernl[^,",,,,,
the brain,Jg(DuHZ-se,,,,,
the knee,J/^TeT2ti$,,,,,
sweat,jwyLC%_v1~,,,,,
disease,osXMk3DSwu,,,,,
the bone,djJ]UK~ZMu,,,,,
the voice,KLy.{6^m<D,,,,,
the skin,q*UU5eTD]l,,,,,
the body,t#CP$u3BwD,,,,,
the sea,vX&4~*WpPN,,,,,
the ocean,Ah8P0fF$Of,,,,,
the river,DVp87[PALz,,,,,
the mountain,lMTVh@{B^?,,,,,
the rain,rBVB(TkqD|,,,,,
the snow,BYSuVo>4Fq,,,,,
the tree,Qo2)db`_Nd,,,,,
the sun,Q^ZLwOaKAS,,,,,
the moon,"q>Xy#SA#,.",,,,,
the world,nrhsKhOBV,,,,,
the forest,J0Zk~jxsjn,,,,,
the sky,mI]p=/Rw5g,,,,,
the plant,xuU{C//qXx,,,,,
the wind,KO;&#K^h:5,,,,,
soil/earth [ground],fSm[syhT%`,,,,,
the flower,Pj&QluH+?1,,,,,
the valley,"heHd$dk0,9",,,,,
the root,uhhz;<{@*4,,,,,
the lake,cl0o65a_;#,,,,,
the star,v%63&%Ua.K,,,,,
the grass,e%[TL$!GpU,,,,,
the leaf,AN.eM#FNJ},,,,,
the air,xUAs9]E!<{,,,,,
the sand,fB#-sDy^ti,,,,,
the beach,Ls(MJz}(eY,,,,,
the wave,tqybFkDF3c,,,,,
the fire,C]j3;Azi;q,,,,,
the ice,qcx)E`AQVb,,,,,
the island,i+h<Fel#@I,,,,,
the hill,Nvsy!c$G5G,,,,,
the heat,IUn[4%dzN$,,,,,
nature,QeraZ63|Ri,,,,,
glass,iIhFbGX9%Y,,,,,
metal,Aih!3P[Zn~,,,,,
plastic,EwQ}U/jLx1,,,,,
wood,E#0]2]g60-,,,,,
stone,xBjGbU>C@9,,,,,
diamond,wmF*f%+(@E,,,,,
clay,jrQfZ>1*%|,,,,,
dust,"Kq20BF!J[,",,,,,
gold,LG%qUU*[[n,,,,,
copper,u.k)^e0oa{,,,,,
silver,A_z7-i-^BW,,,,,
material,pIOYq?k7A-,,,,,
the meter,G4r>z5LPaF,,,,,
the centimeter,xB6^NZr~LE,,,,,
the kilogram,cRRES5$.5,,,,,
the inch,K!qtlWYrm^,,,,,
the foot [measurement],"KK+keSA8,-",,,,,
the pound,CgzlNuOh}#,,,,,
the half,t-4C0#GHUK,,,,,
the circle,Dx2!`b;]YP,,,,,
the square,AzIMO=?WjU,,,,,
temperature,bNed:B=XaH,,,,,
the date,F<`)&@S=ax,,,,,
weight,xMmk@]eTF?,,,,,
the edge,M6:Di=q3y?,,,,,
the corner,l*U(DDrgq[,,,,,
the map,HXXDYMaW#],,,,,
the dot,MNhOmSOxiX,,,,,
the consonant,zkbM4xjc99,,,,,
the vowel,G0&iT-pTnk,,,,,
the light,m|ToXA@IOq,,,,,
the sound,FXmE85`|{?,,,,,
yes,x{+.L6yx8U,,,,,
no,BgM!k5H)fz,,,,,
the piece,ezBsQ`p#)?,,,,,
pain,N`c{!dU3a=,,,,,
the injury,o7zu/hE&j},,,,,
the hole,obtYIj6SxX,,,,,
the image,P)ZZ~mnSE7,,,,,
the pattern,gF^b<N49!a,,,,,
the noun,rytczB;>U1,,,,,
the verb,yu+UcI[J8r,,,,,
the adjective,"H,]sWh|zV&",,,,,
the top,cyjRp.8{q$,,,,,
the bottom,b.57z%YCv^,,,,,
the side,Hy8u^x+@V{,,,,,
the front,Ch%4@q+kHL,,,,,
the back [location],m$D@GY]j=[,,,,,
the outside,b``bLz)A#W,,,,,
the inside,d5m>~ef`6H,,,,,
up,eWB4pqV7@9,,,,,
down,w/B`i}h%K_,,,,,
left,s^7s5tx(Ed,,,,,
right,x^#EmXt(sp,,,,,
straight,T_1BhY>`=,,,,,
the north,b8X$=q;Jc[,,,,,
the south,F(=n<v<)Vg,,,,,
the east,Dm&+D{+DhW,,,,,
the west,zgEj_#$8k),,,,,
the direction,j(-+4dxsbq,,,,,
the Summer,"}KV@],#KQ",,,,,
the Spring,s.`1lEA~;},,,,,
the Winter,o3P-R8uIvk,,,,,
the Fall,Cjd-kcHM>p,,,,,
the season,HMVX5]Z2gV,,,,,
one (1),uO>G%hl9L|,,,,,
two (2),F+svZI@r2%,,,,,
three (3),lA2mQ%otLf,,,,,
four (4),s13q&P&xiQ,,,,,
five (5),j6GX-thNhj,,,,,
six (6),M:H2>;f=6l,,,,,
seven (7),Bzg]E1p5hV,,,,,
eight (8),o>2^]:AVB3,,,,,
nine (9),"B(]-u^I,`W",,,,,
ten (10),"Nn,]y#os_d",,,,,
eleven (11),"t30,&dXZUh",,,,,
twelve (12),"j0m%qa(8,W",,,,,
thirteen (13),F5<r@LOc?@,,,,,
fourteen (14),px6gMC{DR-,,,,,
fifteen (15),v(GmW9y2Y.,,,,,
sixteen (16),~l;h^}m0E,,,,,
seventeen (17),vxr[k9ZI0S,,,,,
eighteen (18),hs9//?y/mP,,,,,
nineteen (19),"qWvM()hAA,",,,,,
twenty (20),j#!8Hy1r#H,,,,,
twenty-one (21),w}vl1}2-l/,,,,,
twenty-two (22),s(75v_M/~*,,,,,
thirty (30),t}{61rX0c7,,,,,
thirty-one (31),v#~Sj]P|@S,,,,,
thirty-two (32),Gyvu*#Sg<{,,,,,
forty (40),uqmP:n~yc;,,,,,
forty-one (41),q[W_~(wAaa,,,,,
forty-two (42),E!NJOS;bVl,,,,,
fifty (50),Ep^ewcfRia,,,,,
fifty-one (51),"r0G,6;[|-e",,,,,
fifty-two (52),J7*5ds>y5U,,,,,
sixty (60),LrtSS!y9k/,,,,,
sixty-one (61),"ym!KBLu,D6",,,,,
sixty-two (62),rKJ/YP7^k5,,,,,
seventy (70),yO)NEvY|]S,,,,,
seventy-one (71),LCoU>W(:f=,,,,,
seventy-two (72),bVcBz(Hftm,,,,,
eighty (80),P*3L_qAp<o,,,,,
eighty-one (81),KW-y]%0<sK,,,,,
eighty-two (82),boUgXO:G-D,,,,,
ninety (90),k8eG]j%+*!,,,,,
ninety-one (91),jRNVvML+0J,,,,,
ninety-two (92),Lm_tnPV9{8,,,,,
one hundred (100),"D(],[k}tTy",,,,,
one hundred one (101),HziX`r{_Q-,,,,,
one hundred two (102),hX#;h81[T~,,,,,
one hundred ten (110),HglM/[Uz-9,,,,,
one hundred eleven (111),y<1+eiTl?:,,,,,
one thousand (1000),ifjzw7(}`2,,,,,
one thousand one (1001),fqQbXT%|7J,,,,,
"ten thousand (10,000)",GcnXi9*uOj,,,,,
"one hundred thousand (100,000)",Lx0jA(a@4M,,,,,
"one million (1,000,000)",Z-Z`0&W!^,,,,,
"one billion (1,000,000,000)",r$4gF3Vrjp,,,,,
first (1st),"Hsm,>hYO={",,,,,
second (2nd),o9JAHRAF@h,,,,,
third (3rd),"B/w,Q|dRPe",,,,,
fourth (4th),o(&C|EyD^,,,,,
fifth (5th),6|q2QM7*V,,,,,
the number,"x!,WxpI.O0",,,,,
January,u_G=d=9a[4,,,,,
February,zxK;>=qfL6,,,,,
March,LLXpZ!LZLA,,,,,
April,caPTrN~{.;,,,,,
May,cP|:-uG5fr,,,,,
June,i%Bu^gInER,,,,,
July,d7kATF6S;f,,,,,
August,oWxC/D_hCF,,,,,
September,BW)jdSs4+S,,,,,
October,d2i.LxVmc_,,,,,
November,tfoY|isRq5,,,,,
December,DasY@DYzh_,,,,,
Monday,ssXd+/T7H1,,,,,
Tuesday,L*6Xjz83#1,,,,,
Wednesday,OKa7{]69%@,,,,,
Thursday,hk%=3oy8+|,,,,,
Friday,lZg>nuyqPG,,,,,
Saturday,lPXo5L@gE~,,,,,
Sunday,A+>c@z71F2,,,,,
the year,"EyQ1%(|,&h",,,,,
the month,ycV#0qWMQf,,,,,
the week,b[0+MGGw2n,,,,,
the day,vqW+@*k+;^,,,,,
the hour,j}n93y#7~A,,,,,
the minute,CQgzKREqAY,,,,,
the second,wP:wtj01iE,,,,,
the morning,sqSQ{`AVOq,,,,,
the afternoon,QgA1<rI5$#,,,,,
the evening,nm(VH-t[&(,,,,,
the night,r.*QK4K/y^,,,,,
the time,i~!b6=VQ=),,,,,
to work,F7aYx[Gj<s,,,,,
to play,i;n*_Dua+q,,,,,
to walk,c^jX3&CR1z,,,,,
to run,FR_UFy=S}n,,,,,
to drive,FX8R)EyY26,,,,,
to fly,P-RBp9pP2g,,,,,
to swim,"Q1},gJlNsc",,,,,
to go,nGp5028W&A,,,,,
to stop,zLg($se-pK,,,,,
to follow,IZil@R5vWh,,,,,
to think,qKpMm#Pryc,,,,,
to speak / to say,j5wByI[uw1,,,,,
to eat,C(*]g{rE&;,,,,,
to drink,FTDb#YC%8C,,,,,
to kill,sR9={dQQy4,,,,,
to die,Dre*O;1!U[,,,,,
to smile,C/z~9|5x@z,,,,,
to laugh,"F2gXY)y0,S",,,,,
to cry,N|]-nhh-T@,,,,,
to buy,PCy}5zxA+D,,,,,
to pay,y):asW;mz3,,,,,
to sell,B&ojQt.J}r,,,,,
to shoot (a gun),"J^OVSL,c/r",,,,,
to learn,bh_wf96zHY,,,,,
to jump,"t,GZ<ao>lZ",,,,,
to smell,Cqz<)3`GxL,,,,,
to hear,"LO~s,KCt2!",,,,,
to listen,n0|^fu2K{a,,,,,
to taste,vFI7%^n5N@,,,,,
to touch,bBpQ]BkUux,,,,,
to see,xr6lWZvTC~,,,,,
to watch,teKs`v1_uX,,,,,
to kiss,yarQYZ/vMi,,,,,
to burn,Bs]X^cZMAF,,,,,
to melt,PqYooF{(nb,,,,,
to dig,j49CE}iIIk,,,,,
to explode,^ZF![N`Kd,,,,,
to sit,"b=,MRs,H{A",,,,,
to stand,Q_YMMjs4ua,,,,,
to love,Rh|1RE>Dh~,,,,,
to pass by,q2idslL<N8,,,,,
to cut,I6rgX3Ip_i,,,,,
to fight,I%$M$+FYf{,,,,,
to lie down,vjLzme4BOO,,,,,
to dance,"A@,Ti+6!mu",,,,,
to sleep,mp]=sNa+z1,,,,,
to wake up,tT?$qqEW9V,,,,,
to sing,D`;rpP4E1[,,,,,
to count,s#:iKwv?T:,,,,,
to marry,K^fw{3nm8U,,,,,
to pray,zssI2Po:U^,,,,,
to win,RdCGcB5#4<,,,,,
to lose,n#QH8pt(x%,,,,,
to mix / to stir,kBK_fg[L>I,,,,,
to bend,wMIZ>gPp54,,,,,
to wash,GFw?`Y<PlN,,,,,
to cook,vTZ#X&NF6J,,,,,
to open,x{Cd}:1:H5,,,,,
to close,Q8+H1]ui*r,,,,,
to write,H<LO8_:+Z3,,,,,
to call,y_C$^_nltl,,,,,
to turn,q4^lV9=5xC,,,,,
to build,uGe[(slRc%,,,,,
to teach,"HMpL5,Fv1U",,,,,
to grow,t8z4XuUE2M,,,,,
to draw,u~Vyo+]QcR,,,,,
to feed,GNwu^|!FM3,,,,,
to catch,Qxml+&6][&,,,,,
to throw,"eX7p,!ys5!",,,,,
to clean,gXUD?HfZ;-,,,,,
to find,mEkc*N@@B%,,,,,
to fall,e6&CYK]k!6,,,,,
to push,c^nW`V=Zn(,,,,,
to pull,"s&=5O(P[,X",,,,,
to carry,AMNyp#MHA1,,,,,
to break,F_:WF-V>$5,,,,,
to wear,tONoONGLxG,,,,,
to hang,"c{01G$,^K2",,,,,
to shake,y-/?jeJ9_O,,,,,
to sign,"JT,^JVr3sx",,,,,
to beat,"KaqG,.#Pb#",,,,,
to lift,rHE0a6IDRJ,,,,,
long,wfP[:sNU8m,,,,,
"short [opposite of ""long""]",F#If>_W/J-,,,,,
tall,yoo&iW0[hm,,,,,
"short [opposite of ""tall""]",bI0/Hi*4db,,,,,
wide,MN/HByBJi3,,,,,
narrow,n3q{fj7}FJ,,,,,
big / large,"K*9G,dCO#6",,,,,
small / little,oB!sNGESoy,,,,,
slow,q0T~7]`o0P,,,,,
fast,"ecl0+xT4,N",,,,,
hot,o6H3>Cj3!v,,,,,
cold,g|$ejs+MDw,,,,,
warm,N$b4]5YV`p,,,,,
cool,oS-t;e3XeG,,,,,
new,I1K?zG.-f&,,,,,
"old [opposite of ""new""]",w4o{qm}WCN,,,,,
young,rski{!JY9?,,,,,
"old [opposite of ""young""]",n/szOnLv=o,,,,,
good,"D9S#x&J,mB",,,,,
bad,xAse|PN+qG,,,,,
wet,jb0I0@2Bs8,,,,,
dry,=6U.;L~I|,,,,,
sick,qi^]t]&3bj,,,,,
healthy,"j@xmY,[8MX",,,,,
loud,y*Cf@6t;Y8,,,,,
quiet,"tjre,(Hii0",,,,,
happy,tK[hZL1kmp,,,,,
sad,"Q8X,?/%|c]",,,,,
beautiful,DjbVAbWsQ$,,,,,
ugly,"veoQ,}f%x_",,,,,
deaf,t]`r^_p{K7,,,,,
blind,hxT0%~GROS,,,,,
nice,LH@gIz#c+z,,,,,
mean,MZ6hw[dXR6,,,,,
rich,QG5vsF<i9!,,,,,
poor,oo<ha0MZ!t,,,,,
thick,qTZT55(hSc,,,,,
thin,rP4OiDL|2e,,,,,
expensive,r*=S*W_IOa,,,,,
cheap,o_Iwu^eua8,,,,,
flat,i))ZE[y|VA,,,,,
curved,J8EUw&xn~S,,,,,
male,B8_9Wl>n#Z,,,,,
female,d(H+e=_{+J,,,,,
tight,yeAc5tHw3#,,,,,
loose,pY2fp^`>{1,,,,,
high,zRm9tmGy|z,,,,,
low,M.z/N3u`?C,,,,,
soft,mqdXVtY$Ob,,,,,
hard,"r.,jR.j$3S",,,,,
deep,ej`y~t33gq,,,,,
shallow,o>+g0t7wwI,,,,,
clean,L1dfiHjzv&,,,,,
dirty,MIUmyh<dA=,,,,,
strong,e~beOr-u}2,,,,,
weak,N;`qA<m~[>,,,,,
dead,L<DeDWiJ/W,,,,,
alive,sop`v*#8/X,,,,,
heavy,C(Mn{FuiZi,,,,,
"light [opposite of ""heavy""]",EMi=AY@#GC,,,,,
dark,ksFT~Zr~g!,,,,,
"light [opposite of ""dark""]","M~/=L,A%+Z",,,,,
nuclear,J0Hg?tIqL:,,,,,
famous,NXNZ4K)5(E,,,,,
I,AAAT|$C2//,,,,,
you [singular],Ek?r=UI6h},,,,,
he,"i|tLx,kVm;",,,,,
she,j~oW/f{^o?,,,,,
it,F|t@!W.WZk,,,,,
we,r>XFAgQDMY,,,,,
"you [plural, y'all]","b[Rj,4kVl,",,,,,
they,w6L5qb}9x{,,,,,
