key,source
the fan [person],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the farm,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the father,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the finger,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fire,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fish,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the floor,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the flower,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the foot,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the foot [measurement],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the forest,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fork,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the friend,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the front,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the game,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the garden,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the gasoline,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the gift,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the girl,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the grandfather,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the grandmother,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the grass,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the ground,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the gun,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hair,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the half,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hand,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the hat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the head,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the heart,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the heat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the hill,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hole,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the horse,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hospital,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hotel,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hour,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the house,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the human,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the husband,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the ice,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the image,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the inch,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the injury,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the inside,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the instrument,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the island,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the job,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the key,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the kilogram,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the king,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the kitchen,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the knee,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the knife,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lake,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lamp,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the laptop,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the lawyer,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the leaf,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the leg,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lemon,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the letter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the library,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the light,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lip,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the location,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the lock,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the magazine,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the man,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the manager,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the map,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the market,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the meter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
