key,source
sport,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
stone,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
straight,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
strong,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
sugar,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
Sunday,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sweat,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
tall,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
tea,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
technology,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
temperature,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
ten (10),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
"ten thousand (10,000)",Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the (train) ticket,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the actor,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the adjective,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the adult,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the afternoon,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the air,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the airport,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the animal,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the apartment,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the apple,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the arm,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the army,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the artist,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the attack,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the author,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the baby,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the back [anatomy],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the back [location],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the bag,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the ball,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the banana,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the band [music],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bank,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the bar,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bathroom,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the beach,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the beard,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the bed,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the bedroom,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the beef,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the beverage,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bicycle,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bill [bank note],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the bird,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the boat,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the body,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bone,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the book,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bottle,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bottom,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the box,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the boy,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the brain,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bread,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bridge,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the brother,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the building,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the bus,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the cake,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the camera,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the camp,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the car,"Picture:<br><a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a><br><br>Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A"
the card,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the cat,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the ceiling,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the cell phone,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the centimeter,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the chair,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the cheese,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the chicken,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the child,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the church,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the circle,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the city,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the clock,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the clothing,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the club,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the coat,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the color,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the computer,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the consonant,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the contract,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the corn,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the corner,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
"the country (USA, France, etc.)",Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the court,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the cow,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the crowd,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the cup,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the date,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the daughter,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the day,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the direction,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the doctor,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the dog,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the dollar,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the door,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the dot,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the dream,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the dress,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the drug,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the ear,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the east,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the edge,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the egg,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the election,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the engine,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the evening,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the eye,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the face,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the Fall,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the family,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the fan [appliance],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the fan [person],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the farm,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the father,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the finger,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the fire,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the fish,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the floor,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the flower,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the foot,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the foot [measurement],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the forest,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the fork,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the friend,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the front,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
