key,source
the bicycle,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the bill [bank note],Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the bird,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the boat,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the body,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the bone,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the book,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the bottle,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the bottom,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the box,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the boy,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the brain,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the bread,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the bridge,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the brother,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the building,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the bus,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the cake,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the camera,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the camp,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the car,"Picture:<br><a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a><br><br>Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A"
the card,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the cat,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the ceiling,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the cell phone,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the centimeter,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the chair,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the cheese,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the chicken,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the child,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the church,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the circle,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the city,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the clock,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the clothing,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the club,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the coat,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the color,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the computer,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the consonant,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the contract,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the corn,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the corner,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
"the country (USA, France, etc.)",Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the court,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the cow,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the crowd,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the cup,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the date,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the daughter,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the day,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the direction,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the doctor,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the dog,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the dollar,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the door,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the dot,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the dream,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the dress,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the drug,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the ear,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the east,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the edge,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the egg,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the election,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the engine,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the evening,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the eye,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the face,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the Fall,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the family,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the fan [appliance],Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the fan [person],Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the farm,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the father,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the finger,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the fire,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the fish,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the floor,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the flower,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the foot,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the foot [measurement],Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the forest,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the fork,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the friend,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the front,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the game,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the garden,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the gasoline,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the gift,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the girl,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the grandfather,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the grandmother,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the grass,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the ground,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the gun,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hair,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the half,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hand,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the hat,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the head,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the heart,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the heat,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hill,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hole,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the horse,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hospital,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hotel,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the hour,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the house,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the human,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the husband,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the ice,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the image,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the inch,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the injury,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the inside,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the instrument,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
the island,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the job,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the key,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the kilogram,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the king,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-D
the kitchen,Audio:<br>Google Cloud TTS<br>Voice: fr-FR-Studio-A
